//=============================================================================================================================================================================================================================================================================================================================================================
// Item - EX Legacy Season 6 Episode XIV
//=============================================================================================================================================================================================================================================================================================================================================================
0
//============================================================================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   Type   DW      DK      FE      MG      DL      SU      RF
//============================================================================================================================================================================================================================================================================================================================================================
42       7      0       4       3        1            1            0          "Wings of Despair"                   150     30        200          215        0           0             0              0               0          0       0       0       0       0       2       0
43       7      0       4       3        1            1            0          "Wings of Dimension"                 150     45        220          400        0           0             0              0               0          0       0       0       0       0       3       0
44       *      0       1       1        1            0            1          "Crystal of Destruction"             100     0         0            220        0           0             0              0               380000     0       2       0       0       0       0       0
45       *      0       1       1        1            0            1          "Crystal of Multi Shot"              100     0         0            220        0           0             0              0               380000     0       0       2       0       0       0       0
46       *      0       1       1        1            0            1          "Crystal of Recovery"                100     0         0            220        37          0             0              0               250000     0       0       2       0       0       0       0
47       *      0       1       1        1            0            1          "Crystal of Flame Strike"            100     0         0            220        0           0             0              0               380000     0       0       0       1       0       0       0
48       *      0       1       2        1            0            1          "Scroll of Chaotic Diseier"          100     0         0            220        16          0             0              0               380000     0       0       0       0       1       0       0
49       7      0       2       3        1            1            0          "Cloak of Warrior"                   180     20        200          180        0           0             0              0               0          0       0       0       0       0       0       1
50       7      0       2       3        1            1            0          "Cloak of Overrule"                  150     45        220          400        0           0             0              0               0          0       0       0       0       0       0       3
60       *      0       1       1        1            0            0          "Seed (Fire)"                        150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
61       *      0       1       1        1            0            0          "Seed (Water)"                       150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
62       *      0       1       1        1            0            0          "Seed (Ice)"                         150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
63       *      0       1       1        1            0            0          "Seed (Wind)"                        150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
64       *      0       1       1        1            0            0          "Seed (Lightning)"                   150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
65       *      0       1       1        1            0            0          "Seed (Earth)"                       150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
70       *      0       1       1        1            0            0          "Sphere (Mono)"                      102     0         0            0          0           0             0              0               100000     1       1       1       1       1       1       1
71       *      0       1       1        1            0            0          "Sphere (Di)"                        122     0         0            0          0           0             0              0               150000     1       1       1       1       1       1       1
72       *      0       1       1        1            0            0          "Sphere (Tri)"                       132     0         0            0          0           0             0              0               200000     1       1       1       1       1       1       1
73       *      0       1       1        1            0            0          "Sphere (Tetra)"                     142     0         0            0          0           0             0              0               250000     1       1       1       1       1       1       1
74       *      0       1       1        1            0            0          "Sphere (Penta)"                     152     0         0            0          0           0             0              0               300000     1       1       1       1       1       1       1
100      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
101      *      0       1       1        1            0            0          "Seed Sphere (Water)"                1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
102      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
103      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
104      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
105      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
106      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
107      *      0       1       1        1            0            0          "Seed Sphere (Water)"                2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
108      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
109      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
110      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
111      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
112      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
113      *      0       1       1        1            0            0          "Seed Sphere (Water)"                3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
114      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
115      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
116      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
117      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
118      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
119      *      0       1       1        1            0            0          "Seed Sphere (Water)"                4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
120      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
121      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
122      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
123      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
124      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
125      *      0       1       1        1            0            0          "Seed Sphere (Water)"                5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
126      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
127      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
128      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
129      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
130      7      0       2       2        1            0            0          "Small Cape of Lord"                 1       0         200          1          0           0             0              0               0          0       0       0       0       1       0       0
131      7      0       3       2        1            0            0          "Small Wings of Curse"               1       10        200          1          0           0             0              0               0          0       0       0       0       0       1       0
132      7      0       3       2        1            0            0          "Small Wings of Elf"                 1       10        200          1          0           0             0              0               0          0       0       1       0       0       0       0
133      7      0       3       2        1            0            0          "Small Wings of Heaven"              1       10        200          1          0           0             0              0               0          1       0       0       1       0       0       0
134      7      0       3       2        1            0            0          "Small Wings of Satan"               1       20        200          1          0           0             0              0               0          0       1       0       1       0       0       0
135      7      0       2       2        1            0            0          "Small Cloak of Warrior"             1       15        200          0          0           0             0              0               0          0       0       0       0       0       0       1
136      *      0       1       1        1            0            0          "Bundled Jewel of Life"              72      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
137      *      0       1       1        1            0            0          "Bundled Jewel of Creation"          78      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
138      *      0       1       1        1            0            0          "Bundled Jewel of Guardian"          0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
139      *      0       1       1        1            0            0          "Bundled Gemstone"                   0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
140      *      0       1       1        1            0            0          "Bundled Jewel of Harmony"           25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
141      *      0       1       1        1            0            0          "Bundled Jewel of Chaos"             12      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
142      *      0       1       1        1            0            0          "Bundled Lower Refining Stone"       25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
143      *      0       1       1        1            0            0          "Bundled Higer Refining Stone"       25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
144      7      0       2       2        1            0            0          "Small Cape of Lord"                 1       0         200          1          0           0             0              0               0          0       0       0       0       1       0       0

//=====================================================================================================================================================================================================================================================================================
// Season 8 - Wings
//=====================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   Durability   ReqLevel   ReqEnergy   ReqStrength   ReqDexterity   ReqLeadership   BuyMoney   DW      DK      FE      MG      DL      SU      RF
//=====================================================================================================================================================================================================================================================================================
180      7      0       4       2        1            1            0          "Wings of Chaos"                     150     46        210          290        0           0             0              0               0          0       2       0       1       0       0       0
181      7      0       4       2        1            1            0          "Wings of Magic"                     150     37        210          290        0           0             0              0               0          2       0       0       1       0       2       0
182      7      0       4       3        1            1            0          "Wings of Life"                      150     37        210          290        0           0             0              0               0          0       0       2       0       0       0       0
183      7      0       2       3        1            1            0          "Cloak of Death"                     150     27        210          290        0           0             0              0               0          0       0       0       0       1       0       1
//--
184      7      0       3       3        1            1            0          "Wings of Conqueror"                 150     60        220          350        0           0             0              0               0          2       2       2       1       1       2       1
185      7      0       3       3        1            1            0          "Wings of Angel and Devil"           350     100       220          350        0           0             0              0               0          2       2       2       1       1       2       1

//=====================================================================================================================================================================================================================================================================================
// Season XIII - 4Th Wings
//=====================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   Durability   ReqLevel   ReqEnergy   ReqStrength   ReqDexterity   ReqLeadership   BuyMoney   DW      DK      FE      MG      DL      SU      RF
//=====================================================================================================================================================================================================================================================================================
186      7      0       4       3        1            1            0          "Wings of Flame God"                 153     163       250          400        0           0             0              0               0          0       3       0       0       0       0       0
187      7      0       4       3        1            1            0          "Wings of Elysium"                   153     163       250          400        0           0             0              0               0          3       0       0       0       0       0       0
188      7      0       4       3        1            1            0          "Wings of Celestial"                 153     163       250          400        0           0             0              0               0          0       0       3       0       0       0       0
189      7      0       4       3        1            1            0          "Wings of Annihilation"              153     163       250          400        0           0             0              0               0          0       0       0       3       0       0       0
190      7      0       2       3        1            1            0          "Cloak of Dominaton"                 153     163       250          400        0           0             0              0               0          0       0       0       0       3       0       0
191      7      0       4       3        1            1            0          "Wings of Agony"                     153     163       250          400        0           0             0              0               0          0       0       0       0       0       3       0
192      7      0       2       3        1            1            0          "Cloak of Judgement"                 153     163       250          400        0           0             0              0               0          0       0       0       0       0       0       3
//--
193      7      0       2       3        1            1            0          "Cloak of Limit"                     153     163       250          400        0           0             0              0               0          1       1       1       1       1       1       1
194      7      0       2       3        1            1            0          "Cloak of Transcendence"             153     163       250          400        0           0             0              0               0          1       1       1       1       1       1       1
195      7      0       2       3        1            1            0          "Cloak of Isolation"                 153     163       250          400        0           0             0              0               0          1       1       1       1       1       1       1
//--
196      7      0       3       3        1            1            0          "Wings of Disillusionment"           153     163       250          400        0           0             0              0               0          1       1       1       1       1       1       1
197      7      0       3       3        1            1            0          "Wings of Fate"                      153     163       250          400        0           0             0              0               0          1       1       1       1       1       1       1
end

13
//====================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Durability   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   Type   DW      DK      FE      MG      DL      SU      RF
//====================================================================================================================================================================================================================================================================================================
0        8      0       1       1        1            0            1          "Guardian Angel"                     23      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
1        8      0       1       1        1            0            1          "Imp"                                28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
2        8      0       1       1        1            0            1          "Horn of Uniria"                     25      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
3        8      49      1       1        1            0            0          "Horn of Dinorant"                   110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
4        8      62      1       1        1            0            0          "Dark Horse"                         218     255          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
5        1      0       1       1        1            0            0          "Dark Raven"                         0       255          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
7        *      0       1       1        1            0            0          "Contract (Summon)"                  0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
8        10     0       1       1        1            1            1          "Ring of Ice"                        20      50           1             0             0             0             0             0             0             2      1       1       1       1       1       1       1
9        10     0       1       1        1            1            1          "Ring of Poison"                     17      50           0             1             0             0             0             0             0             4      1       1       1       1       1       1       1
10       10     0       1       1        1            0            0          "Transformation Ring"                0       200          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
11       *      0       1       1        1            0            0          "Order (Guardian/Life Stone)"        0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
12       9      0       1       1        1            1            1          "Pendant of Lighting"                21      50           0             0             1             0             0             0             0             3      1       1       1       1       1       1       1
13       9      0       1       1        1            1            1          "Pendant of Fire"                    13      50           0             0             0             1             0             0             0             1      1       1       1       1       1       1       1
14       *      0       1       2        1            0            0          "Loch's Feather"                     78      0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
15       *      0       1       1        1            0            0          "Fruits"                             0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
16       *      0       1       2        1            0            0          "Scroll of Archangel"                0       128          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
17       *      0       1       2        1            0            0          "Blood Bone"                         0       128          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
18       *      0       2       2        1            0            0          "Invisibility Cloak"                 0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
19       *      0       1       2        1            0            0          "Absolute Weapon of Archangel"       0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
20       10     0       1       1        1            0            0          "Wizards Ring"                       0       30           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
21       10     0       1       1        1            1            1          "Ring of Fire"                       30      50           0             0             0             1             0             0             0             3      1       1       1       1       1       1       1
22       10     0       1       1        1            1            1          "Ring of Earth"                      38      50           0             0             0             0             1             0             0             1      1       1       1       1       1       1       1
23       10     0       1       1        1            1            1          "Ring of Wind"                       44      50           0             0             0             0             0             1             0             2      1       1       1       1       1       1       1
24       10     0       1       1        1            1            1          "Ring of Magic"                      47      50           0             0             0             0             0             0             0             3      1       1       1       1       1       1       1
25       9      0       1       1        1            1            1          "Pendant of Ice"                     34      50           1             0             0             0             0             0             0             1      1       1       1       1       1       1       1
26       9      0       1       1        1            1            1          "Pendant of Wind"                    42      50           0             0             0             0             0             1             0             2      1       1       1       1       1       1       1
27       9      0       1       1        1            1            1          "Pendant of Water"                   46      50           0             0             0             0             0             0             1             4      1       1       1       1       1       1       1
28       9      0       1       1        1            1            1          "Pendant of Ability"                 50      50           0             0             0             0             0             0             0             3      1       1       1       1       1       1       1
29       *      0       2       2        1            0            0          "Armor of Guardsman"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
30       7      0       2       3        1            0            0          "Cape of Lord"                       180     200          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
31       *      0       1       1        1            0            0          "Spirit"                             0       0            0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
32       *      0       1       1        1            0            0          "Splinter of Armor"                  0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
33       *      0       1       1        1            0            0          "Bless of Guardian"                  0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
34       *      0       1       1        1            0            0          "Claw of Beast"                      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
35       *      0       1       1        1            0            0          "Fragment of Horn"                   0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
36       *      0       2       2        1            0            0          "Broken Horn"                        0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
37       8      0       2       2        1            0            0          "Horn of Fenrir"                     300     255          0             0             0             0             0             0             0             0      2       2       2       1       1       2       1
38       10     0       1       1        1            0            0          "Moonstone Pendant"                  21      120          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
39       10     0       1       1        1            0            0          "Eilte Skeleton Ring"                10      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
40       10     0       1       1        1            0            0          "Jack Olantern Ring"                 10      100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
41       10     0       1       1        1            0            0          "Transfer Christmas Ring"            1       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
42       10     0       1       1        1            0            0          "Ring of GM"                         0       255          255           255           255           255           255           255           255           0      1       1       1       1       1       1       1
43       10     0       1       1        1            0            0          "Seal of Ascension"                  0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
44       10     0       1       1        1            0            0          "Seal of Wealth"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
45       10     0       1       1        1            0            0          "Seal of Sustenance"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
46       *      0       1       1        1            0            0          "Devil Square Ticket"                0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
47       *      0       1       1        1            0            0          "Blood Castle Ticket"                0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
48       *      0       1       1        1            0            0          "Kalima Ticket"                      0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
49       *      0       1       1        1            0            0          "Old Scroll"                         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
50       *      0       1       2        1            0            0          "Illusion Sorcerer Covenant"         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
51       *      0       2       2        1            0            0          "Scroll of Blood"                    0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
52       *      0       1       2        1            0            0          "Condor Flame"                       0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
53       *      0       1       2        1            0            0          "Condor Feather"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
54       *      0       1       1        1            0            0          "Reset Fruit Strength"               0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
55       *      0       1       1        1            0            0          "Reset Fruit Quickness"              0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
56       *      0       1       1        1            0            0          "Reset Fruit Health"                 0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
57       *      0       1       1        1            0            0          "Reset Fruit Energy"                 0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
58       *      0       1       1        1            0            0          "Reset Fruit Control"                0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
59       *      0       1       1        1            0            0          "Seal of Mobility"                   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
60       *      0       1       2        1            0            0          "Indulgence"                         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
61       *      0       1       1        1            0            0          "Illusion Temple Ticket"             0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
62       *      0       1       1        1            0            0          "Seal of Healing"                    0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
63       *      0       1       1        1            0            0          "Seal of Divinity"                   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
64       8      0       1       1        1            0            0          "Demon"                              1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
65       8      0       1       1        1            0            0          "Spirit of Guardian"                 1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
66       *      0       1       1        1            0            0          "Invitation to Santa Village"        0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
